ssn,age,education,marital-status,relationship,sex,income
736-97-7886,,HS-grad,Separated,Unmarried,Male,<=50K
730-19-0416,19.0,Some-college,,,,
787-99-1399,40.0,Assoc-voc,Never-married,Not-in-family,,<=50K
291-55-4053,21.0,HS-grad,,Not-in-family,Female,<=50K
189-40-4176,52.0,,Married-civ-spouse,,,<=50K
182-61-6707,51.0,Some-college,Never-married,Own-child,,<=50K
280-74-3242,23.0,Bachelors,Never-married,Not-in-family,Female,
788-48-2800,30.0,HS-grad,Never-married,,,>50K
171-43-7346,43.0,Masters,Married-civ-spouse,Husband,Male,
147-26-6584,42.0,,Married-spouse-absent,Not-in-family,Male,
307-77-0269,,12th,Never-married,Not-in-family,Male,
186-54-7911,27.0,HS-grad,Never-married,Unmarried,Female,<=50K
200-18-4274,60.0,Masters,,,Female,
770-70-0244,55.0,Prof-school,Married-civ-spouse,Husband,Male,
632-58-5994,64.0,,Married-civ-spouse,Husband,Male,
452-85-6264,21.0,Some-college,Married-civ-spouse,Husband,Male,
659-06-0195,52.0,Bachelors,,Not-in-family,Male,<=50K
396-28-3783,18.0,HS-grad,Never-married,Own-child,Male,
700-27-6412,17.0,,Never-married,Own-child,Female,
399-10-9336,28.0,,Never-married,,Male,
969-90-1718,18.0,11th,Married-civ-spouse,Husband,Male,>50K
918-15-1104,36.0,Bachelors,,Unmarried,Female,
533-23-0957,44.0,,Married-civ-spouse,Wife,Male,<=50K
036-17-9361,21.0,,Never-married,,Female,<=50K
188-63-6363,32.0,,Never-married,Own-child,Male,
176-22-8501,39.0,,Married-civ-spouse,,,>50K
552-24-2014,42.0,,Married-civ-spouse,Husband,Male,<=50K
047-85-0122,31.0,Assoc-acdm,Married-civ-spouse,Wife,,<=50K
376-90-4176,38.0,Some-college,Never-married,Not-in-family,,
467-50-6142,53.0,Bachelors,,Husband,,<=50K
504-45-3316,45.0,HS-grad,Separated,Unmarried,Female,
149-29-3611,22.0,HS-grad,Never-married,,,
120-85-3808,56.0,,Married-civ-spouse,Husband,,
353-93-1203,56.0,HS-grad,Married-civ-spouse,,Male,<=50K
172-02-0884,41.0,,Never-married,Not-in-family,Male,<=50K
673-89-4348,42.0,Bachelors,Never-married,Not-in-family,,
600-89-0662,30.0,HS-grad,,Not-in-family,Male,
815-04-9139,50.0,,Married-civ-spouse,Husband,Male,>50K
220-97-6658,34.0,HS-grad,Never-married,,Female,>50K
521-89-8033,33.0,Bachelors,Married-civ-spouse,Husband,Male,
568-05-8967,58.0,HS-grad,Married-civ-spouse,Husband,,>50K
314-37-3464,27.0,HS-grad,Never-married,Not-in-family,,<=50K
465-87-8377,46.0,,Married-civ-spouse,Husband,,>50K
435-01-2284,23.0,,Never-married,Own-child,,
180-22-1130,34.0,11th,Never-married,Not-in-family,Female,<=50K
484-42-8746,41.0,Some-college,Married-civ-spouse,Wife,Male,<=50K
694-80-9581,31.0,Some-college,Divorced,Own-child,Female,<=50K
646-19-1645,24.0,,,Husband,Male,
815-93-9802,85.0,,,,,<=50K
190-69-4103,45.0,,Divorced,Unmarried,Female,<=50K
273-64-8648,38.0,9th,Married-civ-spouse,,,<=50K
286-88-5749,37.0,11th,,Unmarried,,<=50K
595-60-8107,28.0,HS-grad,,Not-in-family,,
789-34-2751,,10th,Never-married,Own-child,,<=50K
620-73-0957,,Assoc-acdm,Divorced,,Female,<=50K
776-47-4200,28.0,Some-college,,,,
760-25-7984,,Some-college,Married-civ-spouse,Husband,Female,<=50K
603-07-1252,31.0,Some-college,,Own-child,,<=50K
310-25-7984,36.0,Bachelors,Married-civ-spouse,,,
256-72-6043,49.0,,,Husband,,
531-75-6756,38.0,,Divorced,,,<=50K
137-92-9975,43.0,Masters,Married-civ-spouse,,,
851-07-4937,35.0,Some-college,Never-married,Own-child,,<=50K
816-27-7640,21.0,HS-grad,,Own-child,Female,<=50K
858-78-3782,48.0,Bachelors,Married-civ-spouse,Husband,,<=50K
934-15-2333,35.0,Assoc-voc,Married-civ-spouse,Husband,Male,
019-65-6019,33.0,,Married-civ-spouse,Wife,Male,<=50K
515-47-9114,58.0,HS-grad,Divorced,,,<=50K
681-78-7468,49.0,,Married-civ-spouse,Husband,,
916-18-5502,36.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
211-42-5061,35.0,,Widowed,Unmarried,Female,<=50K
203-74-6928,18.0,,Never-married,Own-child,Female,<=50K
781-63-3905,22.0,,Never-married,,Male,
010-96-4373,43.0,Masters,Married-civ-spouse,Husband,Male,
121-89-8034,19.0,11th,Never-married,Not-in-family,Male,<=50K
867-19-9016,65.0,Prof-school,Widowed,,,
865-97-0515,50.0,HS-grad,Married-civ-spouse,,Female,
895-70-0244,38.0,HS-grad,,Husband,Male,>50K
569-68-6731,,Assoc-acdm,Never-married,Unmarried,,
271-00-7370,55.0,HS-grad,Married-civ-spouse,,,<=50K
241-12-4078,26.0,,Never-married,Own-child,Male,<=50K
787-46-9286,31.0,,Divorced,,Female,<=50K
811-39-4348,26.0,HS-grad,,Other-relative,,
875-15-3561,18.0,12th,Never-married,Not-in-family,Female,<=50K
368-05-8967,30.0,,Married-civ-spouse,,Male,<=50K
362-13-1449,59.0,,,Not-in-family,,<=50K
151-56-6338,25.0,Some-college,Married-civ-spouse,Husband,Male,>50K
416-83-0466,35.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
738-78-9925,22.0,,Never-married,,Male,>50K
269-22-6043,40.0,HS-grad,Married-civ-spouse,,Male,<=50K
855-28-2554,47.0,,Married-civ-spouse,Husband,,
626-81-2038,43.0,,Never-married,Own-child,,<=50K
988-63-6362,,Some-college,Married-civ-spouse,Husband,Male,>50K
933-75-3070,22.0,HS-grad,Never-married,Own-child,Male,
561-82-4323,48.0,HS-grad,,Not-in-family,,
513-05-2825,,,Never-married,Not-in-family,Male,
083-81-4496,48.0,Bachelors,Divorced,,,
901-41-2775,43.0,Bachelors,,Husband,,<=50K
667-04-5453,33.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
850-67-5674,19.0,,,Own-child,Male,
928-00-9827,19.0,,Never-married,Own-child,,
642-53-6854,44.0,Doctorate,,Husband,,
045-97-6658,21.0,Bachelors,Never-married,,Female,<=50K
687-13-1448,17.0,HS-grad,Never-married,Own-child,Male,<=50K
727-30-3439,27.0,Bachelors,Never-married,Own-child,,
370-82-3095,63.0,7th-8th,,Husband,,<=50K
451-71-9901,31.0,,Married-civ-spouse,,,
155-95-8230,41.0,HS-grad,Married-civ-spouse,Husband,,<=50K
101-78-1326,,Masters,Married-civ-spouse,Husband,Male,<=50K
704-11-5478,20.0,,Never-married,Other-relative,Female,<=50K
725-70-6387,31.0,HS-grad,,Husband,Male,<=50K
262-86-8550,40.0,,Married-civ-spouse,Husband,Male,>50K
812-37-7149,56.0,Some-college,Never-married,,,<=50K
750-67-5674,30.0,Masters,,Wife,Male,<=50K
726-25-9213,39.0,Some-college,Never-married,,,>50K
244-19-5331,23.0,HS-grad,Never-married,Own-child,Female,
537-40-7861,67.0,,Widowed,Not-in-family,Female,<=50K
826-25-9212,36.0,Some-college,Never-married,Not-in-family,Female,<=50K
743-48-8942,27.0,Some-college,Never-married,Not-in-family,,<=50K
514-18-9188,,HS-grad,Divorced,,Male,<=50K
591-40-0490,53.0,HS-grad,Married-civ-spouse,,Male,
483-47-6657,,Bachelors,Never-married,Own-child,Male,<=50K
137-80-7125,,,Never-married,Not-in-family,,
564-28-1326,17.0,HS-grad,Never-married,Own-child,Male,<=50K
309-09-0908,,Some-college,Never-married,,Female,>50K
125-42-9975,57.0,Some-college,Married-civ-spouse,Husband,Male,>50K
729-26-9041,19.0,,,Own-child,,
041-95-3316,35.0,,,Husband,Male,<=50K
846-06-8795,41.0,,Married-civ-spouse,Husband,Male,
800-24-5699,,,Married-civ-spouse,Wife,Male,<=50K
049-75-4299,50.0,1st-4th,Married-civ-spouse,Husband,Male,
461-54-7911,24.0,,,Own-child,,
817-69-0416,17.0,HS-grad,Never-married,Own-child,,
684-61-3021,,,Never-married,,Female,
175-58-3537,43.0,HS-grad,Married-civ-spouse,Husband,,<=50K
120-79-2383,27.0,,Never-married,Not-in-family,,<=50K
890-20-2701,31.0,Masters,Married-civ-spouse,Husband,Female,<=50K
621-34-5208,,HS-grad,Never-married,Own-child,Female,<=50K
112-89-9262,29.0,,Married-civ-spouse,,Male,
533-47-6657,33.0,Assoc-voc,Never-married,Own-child,Male,
285-13-5134,23.0,HS-grad,Never-married,Own-child,,
467-22-9729,22.0,Bachelors,,,,
414-80-3439,21.0,,Never-married,Other-relative,Male,<=50K
745-66-9532,42.0,HS-grad,Divorced,Unmarried,,
294-50-2456,40.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
669-74-8156,42.0,HS-grad,Married-civ-spouse,Husband,Male,
645-76-1670,40.0,Bachelors,,,Male,
158-50-7370,51.0,,Married-civ-spouse,Husband,,<=50K
899-10-9335,,HS-grad,Widowed,Not-in-family,,<=50K
679-94-4716,42.0,HS-grad,,Husband,Male,<=50K
981-41-8917,42.0,HS-grad,Married-civ-spouse,,Male,
869-34-8893,43.0,,,Husband,Male,
671-31-4495,23.0,12th,Never-married,,,>50K
000-39-9262,29.0,HS-grad,Married-civ-spouse,Husband,,
623-09-5822,50.0,Bachelors,Married-civ-spouse,Husband,Male,
924-72-3586,20.0,Some-college,Never-married,Own-child,,
567-47-5429,50.0,Masters,,,Male,>50K
022-51-2284,55.0,Some-college,Separated,Not-in-family,,
005-55-8968,53.0,Some-college,,,,<=50K
777-51-8426,22.0,,Never-married,Own-child,,<=50K
931-63-3905,46.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
493-30-4667,40.0,,Married-civ-spouse,,Male,
733-29-2382,18.0,,Never-married,Other-relative,Female,<=50K
952-45-7001,,Assoc-voc,Widowed,Not-in-family,,<=50K
044-59-4594,39.0,HS-grad,Never-married,Own-child,Female,<=50K
281-01-9655,30.0,10th,Never-married,,,<=50K
859-09-0908,39.0,,Never-married,Not-in-family,Male,<=50K
888-51-3512,46.0,,Married-civ-spouse,Wife,Male,<=50K
021-37-5921,33.0,,,,Male,<=50K
578-19-4102,34.0,HS-grad,Divorced,Unmarried,,
457-09-4594,28.0,Some-college,Married-civ-spouse,Wife,,>50K
127-85-6265,,Masters,Divorced,Unmarried,Male,<=50K
127-36-4864,64.0,,Married-civ-spouse,Husband,,>50K
598-86-3635,19.0,Some-college,,Own-child,Female,
918-02-8254,41.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
414-89-5576,52.0,HS-grad,Married-civ-spouse,Husband,Male,
313-94-3488,,,Never-married,Not-in-family,Female,
367-65-9704,,Prof-school,Married-civ-spouse,Husband,,>50K
859-85-8721,,Some-college,Married-civ-spouse,Husband,Male,>50K
894-41-0318,27.0,,Never-married,Not-in-family,Male,
411-14-8648,51.0,,Married-civ-spouse,Husband,Male,<=50K
571-77-5183,19.0,HS-grad,Never-married,Own-child,,
044-13-3906,40.0,Some-college,,Husband,,
401-90-4176,61.0,Doctorate,Married-civ-spouse,Husband,,>50K
112-68-4275,55.0,HS-grad,Married-civ-spouse,Husband,Male,
916-30-8352,53.0,HS-grad,Married-civ-spouse,Husband,Male,
508-26-1670,28.0,Some-college,Married-civ-spouse,Husband,,
120-02-4569,44.0,Some-college,,,Female,
311-85-5036,47.0,Bachelors,Widowed,Unmarried,,<=50K
749-96-9286,31.0,Assoc-acdm,Married-civ-spouse,Wife,,
676-13-6362,43.0,Prof-school,Married-civ-spouse,Husband,Male,
338-88-2063,17.0,HS-grad,,Own-child,Female,<=50K
840-97-0515,26.0,,Never-married,Own-child,,
738-88-2063,21.0,,Divorced,,,<=50K
552-05-7739,53.0,7th-8th,,Husband,Male,
444-25-6756,41.0,,Never-married,Not-in-family,,<=50K
311-36-3636,,Masters,Married-civ-spouse,Husband,Male,
400-15-3562,40.0,,Never-married,Not-in-family,Male,<=50K
736-48-6485,37.0,,Married-civ-spouse,,,>50K
883-96-8058,33.0,,Married-civ-spouse,Husband,,
463-14-4962,41.0,Some-college,,Not-in-family,Female,<=50K
562-31-5724,18.0,,Never-married,Not-in-family,,<=50K
159-98-1572,23.0,9th,Married-civ-spouse,Husband,,>50K
284-09-0908,44.0,HS-grad,Separated,,,
975-27-6411,18.0,Some-college,Never-married,Not-in-family,Male,<=50K
155-34-3980,30.0,HS-grad,Married-civ-spouse,Husband,,<=50K
981-01-9655,17.0,Some-college,,,,
178-80-8353,,Some-college,,Own-child,Female,
092-69-0417,36.0,Bachelors,Married-civ-spouse,,Male,<=50K
927-61-0564,55.0,HS-grad,Divorced,Unmarried,,<=50K
261-79-3611,34.0,,Never-married,Unmarried,Male,
287-96-0687,,,Married-civ-spouse,Husband,,
415-17-1989,27.0,Some-college,Married-civ-spouse,,,
372-17-4446,39.0,11th,Married-civ-spouse,Wife,,
190-54-0540,30.0,HS-grad,,Not-in-family,Male,<=50K
403-16-3390,,HS-grad,Never-married,Own-child,,<=50K
728-74-6928,54.0,7th-8th,Widowed,Unmarried,Female,<=50K
880-52-8254,19.0,HS-grad,Never-married,Not-in-family,,
655-62-0392,50.0,Bachelors,Married-civ-spouse,,,<=50K
370-73-0957,18.0,Some-college,Never-married,Own-child,Female,
318-51-9655,31.0,,Married-civ-spouse,Husband,Male,
344-71-7444,69.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
186-36-3636,30.0,Assoc-voc,Divorced,Unmarried,Female,
789-43-4888,,Some-college,Never-married,Not-in-family,,
417-44-4717,50.0,Some-college,Married-civ-spouse,,Male,
634-15-2333,55.0,HS-grad,Divorced,Unmarried,,
894-07-2480,43.0,,Divorced,,Female,
946-31-4495,41.0,Assoc-acdm,Never-married,,,<=50K
569-65-6019,19.0,12th,Never-married,Not-in-family,,<=50K
449-63-1449,47.0,HS-grad,Married-civ-spouse,Husband,,<=50K
558-90-6633,18.0,,Never-married,Own-child,Male,
293-02-8255,29.0,,Married-civ-spouse,,Male,<=50K
422-97-2972,25.0,Some-college,Never-married,Own-child,,<=50K
358-90-6633,50.0,Some-college,Married-civ-spouse,Husband,,<=50K
997-42-0146,64.0,,Widowed,Unmarried,,
806-41-8918,35.0,,Married-civ-spouse,Husband,,
519-62-5306,17.0,Some-college,Never-married,Own-child,Female,<=50K
153-90-0491,29.0,,Married-civ-spouse,Husband,,<=50K
732-18-6731,34.0,,Never-married,Not-in-family,,>50K
800-82-9237,30.0,Some-college,Married-civ-spouse,Husband,Male,>50K
351-19-7788,49.0,Some-college,Married-civ-spouse,Husband,Male,
501-22-8500,47.0,,Married-civ-spouse,,Male,<=50K
932-30-9581,43.0,,,Not-in-family,,<=50K
666-33-9065,26.0,Some-college,Never-married,,,<=50K
942-26-0441,61.0,Some-college,Divorced,Unmarried,Male,
877-85-6264,47.0,Some-college,Widowed,Unmarried,Female,
157-15-6019,65.0,HS-grad,Married-civ-spouse,,,<=50K
448-00-3685,79.0,,,,Female,
869-16-4618,25.0,,Divorced,Unmarried,Female,
502-61-0564,49.0,HS-grad,Married-civ-spouse,Husband,,
071-40-6633,52.0,,Divorced,Not-in-family,,<=50K
546-13-0220,42.0,Masters,Divorced,,Female,
101-16-7076,28.0,,Never-married,Not-in-family,,
310-84-1523,26.0,HS-grad,Never-married,,,>50K
849-78-5011,29.0,,Never-married,Not-in-family,,
964-34-2750,32.0,,Divorced,Own-child,,
060-59-5823,41.0,HS-grad,,Husband,,<=50K
511-48-6485,17.0,10th,Never-married,Own-child,Male,<=50K
005-65-1105,34.0,Bachelors,Never-married,Unmarried,,<=50K
792-90-5404,35.0,11th,,Own-child,,<=50K
968-27-3954,33.0,,Married-civ-spouse,Husband,Female,<=50K
105-15-9705,31.0,HS-grad,Married-civ-spouse,Wife,,>50K
042-90-5405,33.0,Masters,Never-married,Not-in-family,,
035-01-2284,24.0,Bachelors,Never-married,,Female,<=50K
492-59-8279,32.0,Some-college,Never-married,Not-in-family,,
744-71-7443,34.0,,Married-civ-spouse,Husband,Male,>50K
446-62-1621,40.0,7th-8th,Never-married,Not-in-family,,
597-20-5159,81.0,HS-grad,Married-civ-spouse,,Male,
150-49-1400,35.0,Bachelors,Never-married,Not-in-family,,
714-09-7050,54.0,Some-college,,Husband,,
425-58-3537,19.0,11th,,Own-child,Female,<=50K
079-42-2604,38.0,HS-grad,Married-civ-spouse,,Male,
381-69-5331,28.0,,Separated,Unmarried,,
989-49-6313,51.0,Masters,,Husband,,
357-40-1719,51.0,HS-grad,Married-civ-spouse,Husband,Male,
884-18-3045,35.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
495-17-8132,47.0,HS-grad,,Husband,,
375-24-5699,19.0,Some-college,Never-married,Not-in-family,Female,>50K
150-61-4250,37.0,,Never-married,,Female,
453-65-4790,34.0,,Divorced,Unmarried,Female,<=50K
723-24-9385,67.0,HS-grad,Married-civ-spouse,,,
206-32-6781,60.0,Some-college,Married-civ-spouse,Husband,,<=50K
059-02-9483,43.0,,Married-civ-spouse,Husband,,<=50K
485-38-0834,46.0,Bachelors,Never-married,,Male,<=50K
022-63-5135,38.0,,Married-spouse-absent,Unmarried,,<=50K
695-97-6657,27.0,HS-grad,Never-married,Not-in-family,,<=50K
171-28-3783,54.0,HS-grad,Divorced,,Female,<=50K
776-16-7075,,HS-grad,Never-married,Own-child,Male,<=50K
148-03-4397,54.0,,Married-civ-spouse,Husband,Male,>50K
343-58-1080,39.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
679-11-5478,34.0,,,,Male,<=50K
285-90-2948,21.0,HS-grad,Never-married,Own-child,Male,
943-91-8917,47.0,Some-college,Divorced,Unmarried,Male,
180-34-3980,62.0,HS-grad,,Husband,,
720-14-7419,18.0,,Never-married,,Male,
008-53-8083,29.0,Bachelors,Separated,Unmarried,,<=50K
041-24-6928,23.0,,Never-married,Not-in-family,,<=50K
184-42-8746,53.0,HS-grad,Married-civ-spouse,Husband,,<=50K
766-55-4053,30.0,,Married-civ-spouse,Husband,,
826-10-5650,32.0,,Never-married,,,
594-87-1006,40.0,Masters,Married-civ-spouse,Husband,Male,
870-73-0957,31.0,,Never-married,Not-in-family,,
490-63-2677,61.0,,Married-civ-spouse,Husband,,
827-64-1276,34.0,,Never-married,Own-child,,<=50K
037-16-2162,32.0,Bachelors,Married-civ-spouse,Husband,,<=50K
750-79-8525,66.0,Bachelors,Widowed,Unmarried,,
361-82-4323,27.0,9th,,Own-child,,
214-21-9901,,,Separated,Unmarried,,
694-74-8156,44.0,,Never-married,Not-in-family,Male,
553-90-0490,48.0,Masters,Married-civ-spouse,Husband,Male,>50K
821-71-3758,49.0,HS-grad,Married-civ-spouse,,,<=50K
952-02-7026,48.0,,Divorced,,,>50K
347-02-0884,57.0,Prof-school,Widowed,Unmarried,Female,
448-34-1522,22.0,Some-college,Never-married,,Female,
051-25-9213,31.0,,,,,<=50K
191-46-1916,36.0,Assoc-acdm,Never-married,,Male,
936-57-8623,37.0,,,,Male,<=50K
267-07-6166,45.0,Some-college,Divorced,Unmarried,,
707-12-5306,26.0,HS-grad,Widowed,Not-in-family,,<=50K
674-57-0023,,Some-college,Married-civ-spouse,Husband,,
838-11-4249,48.0,Masters,Married-civ-spouse,Husband,Male,>50K
898-09-5822,61.0,HS-grad,Married-spouse-absent,Not-in-family,,
718-98-0343,61.0,,,,,<=50K
240-14-1277,54.0,Some-college,Widowed,Not-in-family,,
224-10-9336,18.0,Some-college,Never-married,,Female,<=50K
043-27-3955,64.0,Some-college,Married-civ-spouse,,Male,
236-60-9336,25.0,Prof-school,Never-married,Own-child,,>50K
904-69-9016,22.0,HS-grad,Never-married,Not-in-family,,
360-87-2235,43.0,,Divorced,Not-in-family,,
937-40-7861,20.0,,Never-married,Own-child,,<=50K
774-99-9999,37.0,,Never-married,Unmarried,,<=50K
502-33-4151,55.0,,,,,
321-40-6633,29.0,HS-grad,,,,
529-91-4004,20.0,10th,Never-married,Own-child,Male,<=50K
773-03-4397,41.0,Some-college,,Husband,,<=50K
268-15-1105,61.0,,Widowed,Other-relative,Female,
247-97-2972,41.0,,,,,>50K
860-96-4372,20.0,Some-college,Never-married,Other-relative,,<=50K
641-36-9778,51.0,Masters,Married-civ-spouse,Husband,,<=50K
127-91-7690,36.0,,Divorced,Not-in-family,Male,
990-11-0564,21.0,HS-grad,Married-civ-spouse,Husband,,>50K
123-58-7223,60.0,HS-grad,Married-civ-spouse,,,<=50K
621-56-0195,50.0,,Married-civ-spouse,Husband,Male,
924-53-9311,33.0,,Married-civ-spouse,Husband,,
012-86-8550,61.0,Masters,,Not-in-family,,
594-84-0294,40.0,,Married-civ-spouse,Husband,Male,>50K
321-68-3046,19.0,HS-grad,Never-married,Own-child,Male,
077-36-4864,,,,Husband,Male,
419-74-8156,53.0,HS-grad,,Own-child,Male,
409-49-0171,19.0,,Never-married,,Male,<=50K
363-94-3488,20.0,12th,Never-married,Own-child,Male,
476-68-9188,24.0,Some-college,Married-civ-spouse,,Male,
972-42-0146,73.0,HS-grad,,Husband,Male,
071-71-3759,,HS-grad,Divorced,Not-in-family,,<=50K
666-64-6190,,,Married-civ-spouse,Husband,Male,
198-09-5822,52.0,Some-college,Never-married,Not-in-family,Male,<=50K
584-02-9483,42.0,HS-grad,,Husband,Male,<=50K
658-78-3783,28.0,HS-grad,Never-married,Unmarried,,<=50K
896-43-7345,21.0,HS-grad,Never-married,Not-in-family,Male,
112-49-9999,40.0,,Married-civ-spouse,Husband,,<=50K
661-91-6461,30.0,,Married-civ-spouse,,,
429-76-0441,27.0,HS-grad,Divorced,Unmarried,Female,
473-92-5060,38.0,HS-grad,,Husband,Male,<=50K
133-53-8083,56.0,,Married-civ-spouse,Husband,,<=50K
919-01-1055,34.0,Some-college,,Unmarried,,<=50K
611-08-7222,22.0,Some-college,Never-married,Own-child,Female,
844-34-8893,51.0,,Divorced,,Female,
520-45-4544,48.0,,,Husband,Male,<=50K
844-22-6043,53.0,HS-grad,Married-civ-spouse,Husband,Male,
212-68-4274,55.0,Prof-school,,Husband,Male,<=50K
591-95-3316,33.0,HS-grad,Married-civ-spouse,Wife,,
462-96-0687,55.0,Bachelors,Widowed,Unmarried,Male,<=50K
045-20-8845,,,,,,
375-39-9262,35.0,,Married-civ-spouse,Husband,Male,>50K
693-39-6805,23.0,Some-college,Never-married,Own-child,,
829-29-9753,23.0,HS-grad,Divorced,Not-in-family,,
518-27-3955,25.0,Assoc-acdm,,Other-relative,,<=50K
495-51-5970,42.0,HS-grad,Married-civ-spouse,Wife,,<=50K
257-46-3144,49.0,Bachelors,,Not-in-family,,>50K
781-35-7493,22.0,Some-college,Never-married,Own-child,,<=50K
143-45-8230,34.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
368-27-3955,29.0,HS-grad,Married-spouse-absent,Not-in-family,,<=50K
797-91-1547,30.0,Masters,Never-married,Not-in-family,Female,
214-80-3439,57.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
657-86-2407,38.0,1st-4th,Married-civ-spouse,Husband,,
433-90-6633,47.0,Some-college,Divorced,Not-in-family,,
814-49-6313,56.0,7th-8th,Married-civ-spouse,Husband,,>50K
629-36-1178,20.0,10th,Never-married,,Female,<=50K
872-60-4421,25.0,Bachelors,Married-civ-spouse,Other-relative,Male,<=50K
909-15-2333,43.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
943-61-1792,40.0,,Married-civ-spouse,,Male,
738-39-0662,42.0,HS-grad,Separated,,Male,
050-27-6412,46.0,HS-grad,Never-married,,Male,<=50K
082-12-5307,44.0,Some-college,,Husband,Female,<=50K
188-72-8501,21.0,,Never-married,Own-child,,
597-51-2284,31.0,HS-grad,Never-married,Not-in-family,,
217-99-7542,37.0,,Married-civ-spouse,Husband,Male,
136-88-5749,35.0,11th,Divorced,,,<=50K
098-34-1523,,HS-grad,Married-civ-spouse,Husband,,
147-66-5847,28.0,Bachelors,Never-married,Not-in-family,Female,
944-71-7443,35.0,,Married-civ-spouse,Husband,Male,
051-78-1326,41.0,,Married-civ-spouse,,,
649-75-4299,42.0,Some-college,Married-civ-spouse,,Male,<=50K
203-19-4102,,10th,Married-civ-spouse,Husband,Male,<=50K
450-33-7837,55.0,Some-college,,,Female,<=50K
147-29-7297,23.0,7th-8th,Never-married,Other-relative,,<=50K
182-24-8157,54.0,,Married-civ-spouse,Husband,Male,<=50K
672-57-3709,31.0,,Married-civ-spouse,Husband,Male,
388-35-9950,49.0,Assoc-voc,Separated,,Male,
792-84-3979,,Bachelors,Divorced,Unmarried,Female,
898-31-0809,51.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
717-69-0416,34.0,,Married-civ-spouse,Husband,Female,<=50K
949-63-1448,42.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
609-33-6608,57.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
945-76-1669,38.0,Prof-school,Married-civ-spouse,Husband,,
351-47-4201,74.0,,,Not-in-family,Female,<=50K
214-40-4176,27.0,HS-grad,Never-married,Unmarried,Female,<=50K
549-41-6461,56.0,,Married-civ-spouse,Husband,,<=50K
009-09-0909,33.0,HS-grad,Divorced,Unmarried,,
154-60-6879,51.0,Masters,Divorced,Not-in-family,Female,
444-19-5331,,,Married-civ-spouse,Husband,Male,
281-05-0368,31.0,HS-grad,,Not-in-family,,<=50K
050-92-1375,41.0,HS-grad,Married-civ-spouse,Husband,,<=50K
569-84-0294,,Some-college,,,,
360-53-4397,41.0,Some-college,Divorced,,,
333-96-8058,39.0,,Married-civ-spouse,,,>50K
365-23-3414,,Bachelors,Married-civ-spouse,Husband,Male,
562-86-8549,17.0,Some-college,Never-married,Own-child,Male,<=50K
753-50-1227,23.0,Assoc-voc,Never-married,,,>50K
849-10-9335,56.0,,,Other-relative,Male,
405-62-0392,42.0,,,Husband,Male,
582-70-8844,34.0,11th,Married-civ-spouse,Husband,Male,
906-84-8893,24.0,,Never-married,Not-in-family,Male,<=50K
768-27-3955,21.0,,Never-married,Own-child,Female,<=50K
995-82-3094,48.0,HS-grad,,Not-in-family,Male,<=50K
797-17-4446,32.0,HS-grad,Separated,,,<=50K
592-69-0417,,Some-college,Married-civ-spouse,,,<=50K
507-27-8869,34.0,Bachelors,Divorced,Not-in-family,,<=50K
293-85-7493,40.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
905-74-3242,49.0,,,,,
816-03-1940,35.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
743-91-8918,24.0,,Never-married,Own-child,Female,
180-25-1842,31.0,Doctorate,Married-civ-spouse,Husband,Male,
705-40-5404,46.0,Some-college,Separated,,Male,
015-20-2702,24.0,,Never-married,,,<=50K
262-53-0712,57.0,,Married-civ-spouse,Husband,Male,
753-90-0490,29.0,,Never-married,,Female,<=50K
478-62-4078,43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
355-68-1817,44.0,Prof-school,Married-civ-spouse,,Male,
777-14-9876,30.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
000-92-1375,26.0,9th,,Not-in-family,,<=50K
016-46-1916,51.0,11th,Never-married,Not-in-family,,<=50K
055-31-3267,23.0,,Married-civ-spouse,,Male,<=50K
473-86-3635,54.0,HS-grad,Married-spouse-absent,,Female,<=50K
634-18-3046,63.0,,Widowed,,,>50K
515-93-9802,27.0,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
528-68-5503,28.0,Bachelors,Married-civ-spouse,Husband,Male,
747-91-1547,34.0,HS-grad,Married-civ-spouse,Husband,,
744-47-1743,26.0,HS-grad,Married-civ-spouse,,Female,
213-05-2825,47.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
695-33-1694,41.0,Assoc-voc,Married-civ-spouse,Husband,,
592-35-2579,29.0,HS-grad,,,Male,
720-45-4544,,HS-grad,Married-civ-spouse,Wife,,<=50K
